"H_Rank","Indeterminate_adj","Altitude","Slope","AMT","AP","MDTR","ISO","TS","PS","MTWQ","PDQ","RAD","WIND","AI","ET0","AMTd","APd","AMTsd","APsd","CSI","BULK","ECE","OC","PH","SAND","Soildiv"
0.467889908,0.637425799,162.799394,4.639154454,17.52374412,592.99442,9.895144063,25.81014707,1219.180278,61.5648506,24.97690525,0.622479385,15233.9615,2.522391276,0.323863484,1519.629662,112.6232409,63.46301386,0.193546079,0.043831362,0.25739291,1.379377227,0.118255324,0.446331267,5.084304923,51.33577043,11
0.933944954,0.697747584,1612.202293,1.348044943,7.951879376,221.4524323,12.36508362,27.05753791,1447.980825,101.3410371,23.9001397,4.090428655,15836.13519,2.409301917,0.104204098,1142.056411,98.81592311,91.48259094,0.150739697,0.044542167,0.291842574,1.387300041,0.141683153,1.207951633,6.301865609,49.88878696,28
0.122018349,0.725333545,4976.76722,1.172167802,13.41244697,906.0516024,13.5649683,35.30909098,915.3866479,77.45359106,6.02716116,116.9395158,13445.36175,2.781256522,0.114294301,941.6763616,-30.60361635,78.5481119,0.164124035,0.079172721,0.34351749,1.521943566,0.116821723,0.935255951,5.541351321,35.08176101,11
0.866055046,0.69423676,1062.141974,0.503021513,5.044400645,1511.728553,14.29105707,48.85955378,993.8214692,84.23355535,14.28980879,54.48469801,16511.09745,3.392287102,0.751761362,1366.456672,-113.029511,262.9420195,0.192318664,0.023297062,0.290402855,1.61582147,0.128683567,0.368690924,6.38671618,41.4518654,25
0.124311927,0.676188487,352.3881659,4.843984366,22.97916698,301.7194245,12.74845952,37.13518499,750.5855337,86.11041013,19.86165824,13.47980356,14920.03961,1.820476201,0.03182583,1558.913255,23.09188784,81.83994894,0.167011524,0.065944742,0.326844434,1.562410334,0.107411099,1.473634027,5.186513685,37.56075424,26
0.013302752,0.699936614,1080.615054,2.67682048,10.11132301,2791.705483,8.087522302,29.81481486,1039.428741,81.50795911,25.84541041,5,16624.45645,3.863693177,0.225012728,1270.827734,-34.754527,36.35680254,0.15378836,0.006236846,0.36028,1.217685744,0.100000001,1.108319063,7.537883603,45.19052543,21
0.666055046,0.758194999,3875.623766,0.398781945,3.728202161,174.0543838,5.961747393,25.14531795,560.8956445,83.80613729,12.63304406,4.512366706,15525.80088,2.012856916,0.030952607,1111.068507,-142.8246056,137.2494872,0.160881629,0.091481352,0.41969741,1.442598352,9.575386843,0.738667211,5.825859533,40.94914313,15
0.955045872,0.707433681,627.6457952,3.478480922,22.30144546,754.9921673,7.479427643,28.72012191,1023.110707,104.6397927,18.15572412,182.4798997,16200.54891,3.501532058,0.836670506,1179.020801,-45.99911845,40.85299134,0.207789575,0.036434937,0.318876055,1.161694896,0.107377305,0.651739502,5.583200954,40.15837259,26
0.018807339,0.680753885,288.5719957,1.835447678,-3.91587116,885.6035488,16.71367889,21.80221967,1263.984686,80.29584383,3.519616974,5.185832506,16895.63831,2.449685055,1.048537892,905.3794725,-40.77448383,-26.53959011,0.175261571,0.067593169,0.38581559,1.358103983,0.179941532,0.692468962,7.3200669,81.52514513,23
0.157798165,0.669468687,256.3006244,3.548286312,8.729548693,242.2738393,13.08846997,37.75457958,679.5906726,89.52367604,19.05008503,8.157934225,13995.98324,1.807445337,1.161517538,1404.456292,20.09904346,48.03084244,0.169083156,0.003565062,0.448247127,1.536086124,0.100000001,1.148391967,7.344474155,42.75868925,28
0.812844037,0.726534957,2927.439818,3.126143072,21.66882422,1656.165514,7.534974893,38.83903496,1289.565544,108.4230743,25.90706878,1.871013871,16033.06017,3.547572059,0.376947848,1431.225664,137.4876372,64.31800878,0.150515937,0.049768334,0.44364408,1.397445536,0.100000001,1.524600488,6.372712224,52.25318806,29
