"H_Rank","Indeterminate_adj","Altitude","Slope","AMT","AP","MDTR","ISO","TS","PS","MTWQ","PDQ","RAD","WIND","AI","ET0","AMTd","APd","AMTsd","APsd","CSI","BULK","ECE","OC","PH","SAND","Soildiv"
0.467889908,0.637425799,42.1722271,3.058169646,2.829639096,1250.232736,14.5085099,47.88382274,1265.154002,82.57673119,25.4595425,50.0055586,14595.23924,2.551277094,0.167419039,1134.905549,85.47871059,67.69160951,0.166320934,0.046881862,0.244671379,1.40094793,0.100000001,1.330786632,7.015706573,36.08474887,23
0.933944954,0.697747584,1386.719713,0.577339152,7.894878569,503.5351828,13.55451607,48.85955378,1703.766851,55.9537047,26.43962017,55.16016852,15424.70609,2.111551364,0.047272471,1373.431404,-131.264114,15.43415149,0.104675323,0.103301887,0.298576424,1.416211252,0.087584513,1.836754035,6.049838611,40.33053928,9
0.122018349,0.725333545,1149.069932,5.190218226,1.724393497,56.58929856,9.198571981,24.99078249,971.6106335,112.5532277,21.54701986,105.3138306,13167.49821,1.859450351,0.146116431,1467.509483,-12.50843842,163.8520847,0.178492988,0.07761603,0.337542521,1.422545461,0.115834847,0.693811072,7.526669937,49.74251148,16
0.866055046,0.69423676,896.1460733,3.884750106,-1.724868771,118.5944373,12.3933891,26.23238412,582.7800318,96.55233658,25.81631252,33.43933669,15642.06667,2.012856916,1.091031826,1244.346925,125.8525865,29.90592516,0.134641465,0.004198,0.274988063,1.347600087,0.101130632,1.272322824,7.910017914,40.56265228,6
0.124311927,0.676188487,1183.030884,2.280613297,-4.099364974,1590.560605,15.66201071,46.69999338,1631.358309,51.22750965,17.66583728,20.06696462,12994.90993,2.357297945,0.048533597,1127.967972,115.9234091,49.96954008,0.109678146,0.046723439,0.366306597,1.358103983,0.113345028,1.506849674,5.676770265,46.45125224,22
0.013302752,0.699936614,449.5587778,2.741740298,6.797454984,1402.275705,11.66733916,37.80467358,543.2615321,56.80968059,21.44983311,50.28987875,13863.90902,2.470081166,0.017452812,1289.991383,57.34991101,41.21486516,0.238278538,0.058759052,0.32815206,1.317871352,0.174934039,1.228082123,5.889247399,39.0026713,11
0.666055046,0.758194999,4233.979468,1.455493412,17.23910915,333.9922137,14.54638723,33.92400251,788.7082642,88.74354269,18.93769043,14.09367583,12059.64707,1.943148865,0.392415186,1892.065312,-10.51511861,186.0110811,0.212121751,0.072630669,0.245129506,1.35452178,0.119110779,0.80583282,5.18952856,44.10151765,19
0.955045872,0.707433681,522.8443818,0.339923242,4.670419613,563.6336619,12.22876209,29.75302214,316.2816674,118.7287073,15.23027429,13.74679644,13192.66609,2.542750746,0.332154391,1302.897231,96.25121642,24.05052544,0.149917726,0.079138019,0.423097096,1.479047678,0.173915691,1.32284532,6.932810733,45.92936165,21
0.018807339,0.680753885,1018.578891,5.02288103,1.037481909,609.0596496,5.709910358,20.99986051,566.4142764,93.69011887,21.31618413,11.94927389,15885.24282,2.481906628,0.954007117,963.0903415,-57.56116507,2.512596366,0.202083333,0.015734481,0.37978018,1.445664524,0.103253675,1.610132846,7.857383308,82.05945215,15
0.157798165,0.669468687,1163.258492,1.287126351,14.34596837,1261.32565,7.613393603,28.04623711,689.7641226,97.47224238,22.66154456,103.1254377,15529.00065,3.118706819,0.344826514,1091.431572,102.9298884,169.094974,0.151542858,0.066462949,0.309324918,1.378492322,0.364128164,0.676374458,5.62838359,36.19230769,8
0.812844037,0.726534957,2289.314963,1.152109184,7.865535131,610.4827787,13.34255161,28.44669193,1486.269807,60.52779145,19.37668616,9.121732026,14055.86327,3.625241118,0.75195088,1544.133153,-131.5617123,169.4644547,0.161360541,0.060144331,0.379339146,1.43468936,1.112362729,1.058034253,5.478960233,38.42777906,25
0.405504587,0.720911156,1216.320175,0.603532781,15.76900277,1316.201561,12.97143384,31.11203399,1436.53621,96.92201758,25.81493963,108.223224,16031.89052,3.143884209,0.662132165,1366.029742,-10.50801237,-45.34202854,0.144741751,0.039475639,0.269497891,1.340453076,0.195187834,1.399575503,7.506082809,40.64921085,48
0.476146789,0.649669292,642.4235139,0.492336743,7.781365829,227.342563,11.1147116,26.3909118,439.4478329,86.8352779,20.2987519,21.04245224,13325.02304,1.147914718,0.254006501,836.7690999,123.7405217,104.5721006,0.138488049,0.025340769,0.265879303,1.408914755,0.314220117,0.694708868,7.867117116,41.07212205,5
0.051376147,0.73212816,4355.148036,0.42201169,-2.128883049,198.1880706,13.24200043,26.35164671,1514.560898,95.517844,26.50383003,65.60172096,14414.56922,2.471647837,0.101200304,941.6763616,-89.53592597,-74.60249492,0.240078394,0.0569769,0.321907752,1.511645015,0.124255909,0.731880708,6.737628969,40.94580936,13
0.847706422,0.717904896,4826.242858,9.518650281,16.0337384,1548.656275,6.576639625,35.63291472,932.7964041,76.48092762,5.687267904,7.787400391,15607.42074,2.561915609,0.657677676,1040.778682,-50.09950683,-35.46927655,0.119999997,0.054468812,0.406022497,1.300350595,0.105363591,0.863464736,5.567410896,40.72145546,4
0.159633028,0.767630486,56.86213193,4.129795348,-4.465448786,392.541231,8.662429273,23.50355729,1103.060704,97.86301298,8.458716758,1.791910627,14209.88792,3.587401845,0.799373787,1428.669508,81.92279919,23.61453376,0.206209584,0.015609508,0.323171904,1.342332499,0.109659306,0.677977008,6.132487129,29.52374756,20
0.008256881,0.624803516,594.885634,2.833010088,-2.002939527,430.6663948,11.90709457,35.97987806,1079.711767,86.59925409,6.41348761,47.90512533,15914.86165,2.906317769,0.693951369,1178.880566,107.5711222,15.65317455,0.185195632,0.021129099,0.25739291,1.142411617,0.623975142,0.752885897,5.37746374,48.28247322,23
0.744036697,0.723188343,1612.202293,1.538092429,-7.109699844,293.7558486,11.01482607,24.66001512,1035.424999,95.36487882,21.19552065,1.954867489,16408.84325,3.180585475,0.178540038,1232.414863,-103.4425232,131.4256337,0.216761215,0.067509967,0.252836865,1.385782909,0.106791967,2.076577974,5.331851303,28.76284995,13
0.51559633,0.622123664,1469.487954,6.739262961,8.798393653,29.53271408,6.589382384,32.33400268,935.5542226,95.12196787,16.6887423,0.130330415,16414.61195,1.864614608,0.171986577,1181.040258,176.4189877,178.9933475,0.195341959,0.036434937,0.366928995,1.395359792,0.100000001,1.496623558,5.104982748,43.09259953,13
0.449541284,0.620859488,1320.865693,3.363801712,9.363735188,1453.125,13.05616022,25.15163496,784.1429769,75.08914185,25.33378129,1.603664217,16588.24443,2.347855461,0.064021204,815.0791367,-109.2889056,271.7176828,0.14323024,0.035245705,0.382379177,1.432871447,0.100000001,1.653631301,7.366384806,30.11882047,51
0.908256881,0.733796695,7.360530741,0.011239122,6.424335807,263.2642063,11.09750059,41.05316443,898.1333157,108.3521286,27.65471783,3.501924971,16439.25684,1.401952262,0.596078372,1277.559638,34.73494429,104.5692176,0.157802937,0.045991888,0.381482508,1.444778329,0.11383874,0.502053433,6.980562458,39.61307161,16
0.497247706,0.665427351,846.2279451,0.049795559,11.69271059,114.3636603,8.705318076,26.01911785,600.0503674,67.9894449,15.04391216,16.63840508,16559.74658,2.25875655,0.977266288,1186.650674,85.81771295,105.3790945,0.117056276,0.038078242,0.422735355,1.355328358,0.192860786,1.278130935,6.352456276,39.07701711,14
0.439908257,0.661888135,5055.863757,1.206579563,-0.803068652,1724.893345,16.77659172,23.03860823,541.8090099,94.24049981,22.83005453,9.988398759,17206.25622,1.995588345,0.065750073,1183.828754,138.8272063,110.6050392,0.159776784,0.021464646,0.336674962,1.321065815,0.242125465,1.047697233,6.478482459,46.80776913,15
0.835779817,0.734660337,1796.230803,2.166254435,2.332017597,1529.747407,11.18305434,37.05490347,941.8339671,63.71627116,27.61100583,18.47990286,16277.5266,2.52853108,0.859007654,1112.620566,16.01261395,-129.8044822,0.190628569,0.051457752,0.284950152,1.369619941,0.106549076,1,5.161532708,32.47053232,8
0.369724771,0.598094428,4569.590332,3.472703041,12.30934839,607.5552336,13.62834002,26.5541259,799.8297756,110.3989668,23.49894861,0.885583368,15903.63712,3.873011719,0.314649617,1113.101368,-103.7532297,40.59765375,0.176874402,0.05585717,0.361082062,1.382762661,0.09967254,0.794990155,7.006331895,35.82315821,35
0.589908257,0.660565332,551.0480819,1.556587949,-6.933490877,234.3684433,12.75040627,39.09976631,531.7232497,64.29942254,5.438159466,25.74299466,15587.76046,3.060431981,0.029277818,1057.037697,81.50290929,-17.18515936,0.166071422,0.05198963,0.380542343,1.410594682,0.214304196,1.752613282,4.102222104,43.83576288,2
