"H_Rank","Indeterminate_adj","Altitude","Slope","AMT","AP","MDTR","ISO","TS","PS","MTWQ","PDQ","RAD","WIND","AI","ET0","AMTd","APd","AMTsd","APsd","CSI","BULK","ECE","OC","PH","SAND","Soildiv"
0.467889908,0.637425799,37.00316018,1.225144218,15.29952456,1589.045252,10.90879467,28.61305951,738.0156183,126.2669497,7.652417869,19.00167224,14448.61845,1.708527015,1.1254049,1111.523687,130.1727069,114.2498233,0.134655077,0.099588535,0.318120092,1.393218036,0.093231376,1.199548292,5.306034679,47.54627781,8
0.933944954,0.697747584,4114.851666,0.823105929,6.976261359,2581.627717,11.73472079,40.30735892,1163.981788,83.81694888,27.23468841,12.96561056,14680.39848,3.021640104,0.229614821,808.9500192,63.75711054,237.8851843,0.161190475,0.084860872,0.34084533,1.692525629,0.114563685,0.986100218,5.466917813,47.89929521,30
0.122018349,0.725333545,203.6824926,4.846224848,-1.258610237,1210.296605,14.0772212,24.34685146,913.8912,75.89145343,26.91342821,28.2347804,14912.52145,2.928248668,0.987780237,843.4531797,56.19336,100.1102566,0.120915178,0.019557584,0.366895401,1.542748117,0.100000001,0.535853929,5.860920297,46.49867374,26
0.866055046,0.69423676,769.3070959,0.46067634,10.96341143,957.4953789,13.46416352,25.6056033,723.2066154,70.14164901,20.36992995,185.8474732,12544.08709,4.026550128,0.108470739,1428.669508,87.50140201,13.64431757,0.163094337,0.01507748,0.310627977,1.353254573,0.105973531,0.91310948,5.798141853,45.04640262,25
0.124311927,0.676188487,929.5815075,2.542402411,7.926245535,317.7811374,11.51653098,26.01723632,799.8297756,109.9352535,28.35443386,9.887577413,17047.29714,3.636140969,0.971975602,1328.837712,-137.5545374,129.3953473,0.200119433,0.057189821,0.380542343,1.38347977,0.146287226,1.349329981,6.049838611,27.70991413,18
0.013302752,0.699936614,607.2051874,9.79203085,3.032545743,748.5778285,13.76524991,29.75302214,1008.376168,85.98846358,10.53643705,18.64537613,16661.48236,2.502824846,0.686633057,1308.662178,16.2198594,49.66169971,0.130468919,0.057941653,0.428373335,1.579417262,0.393809909,1.075529414,7.940099041,41.8322164,20
0.666055046,0.758194999,742.8774108,2.152058387,6.24357979,1417.885256,9.484346475,20.7161789,514.1865448,107.4961657,27.88126462,3.772712365,15768.22823,1.668332937,0.01821654,1375.945577,171.4116874,127.4434773,0.135193798,0.057744767,0.358817726,1.395367004,0.100000001,1.614086068,7.436665412,50.52286888,35
0.955045872,0.707433681,408.2727238,0.402330176,1.985878332,1271.641181,14.29105707,32.55245714,1334.339787,96.31113097,20.10138363,9.85442575,16526.32794,2.723679786,0.940223261,1824.60852,-1.950606127,-33.08412183,0.148017385,0.131997065,0.352116476,1.45971104,0.104015058,1.197322172,7.75488014,41.95608611,22
0.018807339,0.680753885,1215.641815,1.601204298,14.80765978,31.932084,7.85188931,42.46545771,561.8439889,108.2485513,26.15587417,168.2532114,16695.41103,2.82778388,0.99617147,1250.620219,122.4010206,11.32873291,0.168174006,0.105901921,0.367551511,1.530143055,0.167065634,0.858909145,7.065317189,60.81867055,18
0.157798165,0.669468687,846.7163931,4.219834789,16.02224806,229.3132892,9.198571981,30.02751579,1168.459428,119.1971691,20.40502218,108.2907807,13241.04697,2.159283979,0.220340156,927.4875789,119.7176353,80.25747984,0.152844974,0.060737915,0.400362876,1.455811388,0.13082559,0.694708868,7.340817572,53.46255322,20
