"H_Rank","Indeterminate_adj","Altitude","Slope","AMT","AP","MDTR","ISO","TS","PS","MTWQ","PDQ","RAD","WIND","AI","ET0","AMTd","APd","AMTsd","APsd","CSI","BULK","ECE","OC","PH","SAND","Soildiv"
0.467889908,0.637425799,521.465662,0.101601971,11.69271059,852.3990617,7.368710121,32.22007554,1264.065689,68.09154358,26.62078799,3.526344489,15583.10264,2.662460877,0.031647433,1458.248805,6.2544273,138.9332355,0.167729867,0.110718473,0.276095223,1.370279323,0.130615761,1.00396137,5.375421626,24.48717949,28
0.933944954,0.697747584,54.71019896,1.269958886,0.792356246,32.03419505,11.16248468,48.99496714,814.7038759,120.0833259,21.7624835,78.77047997,14890.09719,3.541889783,0.079186422,2046.387427,-131.5617123,219.6037169,0.166033357,0.018778591,0.496830085,1.184045056,0.110802839,1.087895255,7.05078856,84.67184595,19
0.122018349,0.725333545,4758.006982,6.357059915,14.82182038,1088.560012,13.71187992,22.63419418,1730.701501,110.4076065,25.1434059,2.386884806,16762.93179,1.560235075,0.627811252,2096.840537,-84.37265983,115.4164713,0.177600764,0.038130893,0.332542376,1.365342287,0.30213002,0.604968449,5.548704862,41.83837277,32
0.866055046,0.69423676,71.39459326,5.321889199,-4.447431519,160.2817583,13.83194458,32.71993955,1106.221456,104.079017,20.41227872,18.30772478,13259.44295,1.774219436,0.806471036,1043.936,-83.99568639,21.64264818,0.240334656,0.154239443,0.395614383,1.253710314,0.106791967,1.378931334,7.16621665,33.99496828,12
0.124311927,0.676188487,43.76479949,1.218650402,-4.117980911,533.189284,13.29005606,24.30777292,1675.957552,120.2003377,26.29943864,22.27856583,15619.35617,2.868300582,0.412817691,802.9365315,-137.5545374,128.2070833,0.1275502,0.036050393,0.37157069,1.542748117,0.12353935,0.734689133,4.349581853,39.29397546,4
0.013302752,0.699936614,4834.09605,1.237869101,-5.496086739,996.9792848,14.06970818,48.70886866,1003.670342,101.8449312,22.48953783,5.020823442,16253.84199,2.006420312,0.118878179,1291.877538,-89.57321786,68.43765941,0.245388474,0.008514628,0.376237368,0.938858564,0.107254547,0.774677598,7.720203202,46.49867374,30
0.666055046,0.758194999,1353.478525,0.567816718,12.66866036,312.0636746,17.52277762,26.98846109,1017.552778,85.78916167,25.33378129,7.255920964,14771.13197,3.353348043,0.307542202,1240.184603,-88.85194632,205.2897706,0.161190475,0.029485316,0.295045094,1.398886188,0.368014118,1.511466732,5.59946491,35.87550807,10
0.955045872,0.707433681,929.5815075,2.564330033,8.06690897,89.64,16.07420561,20.99986051,1557.951726,99.4651808,24.81033906,20.06696462,16198.47781,3.11603874,1.111075998,1242.84375,44.2506846,21.28334444,0.218287794,0.128452403,0.436197367,1.48180802,0.642158779,1.148844407,5.110135395,39.84344646,5
0.018807339,0.680753885,786.6232312,1.269304442,8.615148102,130.4709802,6.549196163,39.8530902,1318.470467,83.36541409,24.66973834,17.15112194,15253.80358,4.102932153,0.157849069,765.5773208,-37.72218326,114.5236121,0.193546079,0.037164506,0.481358598,1.361901976,0.082547437,1.073511575,5.013705646,46.64236408,25
0.157798165,0.669468687,586.1054593,3.099806265,3.056382968,36.40567802,8.140263991,39.23926064,1526.39745,81.50795911,17.94878682,132.9438465,12337.92729,1.351638575,1.342239119,1240.382678,-47.85010385,129.3953473,0.230327694,0.025104953,0.348466747,1.586403362,3.280232203,0.599576153,6.845789566,50.38313659,15
0.812844037,0.726534957,1930.815569,1.688706759,15.55813247,1437.736018,12.45227512,23.94778926,860.2087762,84.72390062,22.18359412,5.736834231,15624.18706,2.89354946,0.644727121,1445.519667,-22.22882082,106.9207452,0.201345624,0.050484949,0.303755513,1.142411617,0.100000001,1.253798077,5.189345757,48.09556052,21
0.405504587,0.720911156,340.2023424,4.120218841,-1.801717388,204.4927122,12.86544939,35.77996466,880.7189244,122.7828041,17.99135701,6.764730551,16370.91639,3.87170686,0.880538247,1277.667124,-119.71509,15.60944125,0.190617894,0.054546185,0.323914887,1.429012725,0.100000001,0.653055567,7.344474155,34.14983031,30
0.476146789,0.649669292,5056.692608,1.086002432,10.83341207,168.9606834,13.11220511,30.65012398,931.6234442,43.79208768,10.12092827,94.62538375,13300.26627,3.217874618,0.615759994,1401.040636,56.68525777,39.42123837,0.168174006,0.025442346,0.410130037,1.385384646,0.375776721,1.32284532,5.799536036,39.0313875,51
0.051376147,0.73212816,970.8865742,2.055927613,11.9912256,90.30570184,11.04696212,33.02094106,1508.983547,61.29752709,22.99194238,79.671875,14503.009,3.163883094,0.595526694,1186.006819,2.331435682,44.84221297,0.138441093,0.021537771,0.363443515,1.365954047,2.199455015,1.191901668,6.842711213,40.69597959,31
0.847706422,0.717904896,5060.07158,0.962679485,21.37552296,1724.079419,11.85298731,29.72888296,1050.95116,100.7328078,26.78978289,66.53564815,14578.29653,3.653704209,0.050410882,1528.905473,82.61294075,185.1839297,0.185206671,0.095370271,0.259910227,1.414325717,0.109618467,0.669934688,6.089125341,39.14562608,21
0.159633028,0.767630486,4735.164784,3.7054879,14.90048199,1590.560605,14.99949527,25.02473327,706.9090797,37.84174629,19.14502625,0.568014706,17154.58228,4.202581786,0.121057414,1345.552624,-112.7850924,66.86029457,0.135444015,0.07622882,0.32438033,1.556292602,0.100634922,0.694676007,6.832958015,48.06888361,23
0.008256881,0.624803516,3480.222336,1.588363637,24.67345565,36.68414724,11.82014533,46.05140567,1340.58097,91.71361059,26.70170476,47.17162005,14680.39848,3.690883663,0.325728496,1298.208506,113.6377325,-96.83440319,0.175981713,0.068003093,0.403707905,1.426257653,0.100000001,0.61983416,5.283543445,37.784375,17
0.744036697,0.723188343,1418.064609,2.924268371,15.98678297,349.2413921,6.543343628,29.4103953,918.4282578,74.32333145,5.233193314,108.2907807,14786.132,2.317779335,0.409384494,1269.648505,78.10422522,125.7390012,0.22839827,0.033770471,0.437426589,1.286421019,0.100103222,0.935781342,7.235318132,37.7130205,10
0.51559633,0.622123664,3931.227466,0.049795559,3.620521338,1302.664265,13.46175068,34.72863373,855.5593976,75.57796307,15.89618522,7.171070932,15472.33795,1.966009454,0.648159057,1368.266165,134.1530844,301.1916159,0.242063493,0.037960223,0.313939602,1.389564148,0.100000001,1.379700896,7.406172043,39.3458529,26
0.449541284,0.620859488,300.5455139,2.419243843,1.045953561,749.1957744,15.89091276,27.11275195,597.2367163,57.0755297,21.96277534,1.805739796,13583.0584,2.426393766,0.566434979,1137.363623,75.05743932,270.6849308,0.203911235,0.021912401,0.384894231,1.450118355,0.187324874,0.48226308,5.636199256,36.42200128,28
0.908256881,0.733796695,4985.488919,4.887917962,9.002056877,765.2618148,16.53878035,30.01764415,820.3171428,107.3210679,25.3418328,105.6112613,16256.70333,3.923185486,0.435776156,951.6440678,56.89837247,84.13076342,0.245399998,0.060144331,0.346381947,1.387300041,2.817455254,1.599734227,7.916956891,44.51984812,16
0.497247706,0.665427351,3552.029717,5.129736846,18.73027116,633.6037559,10.16725745,32.1216433,849.8288041,107.9409071,15.15775427,4.246685188,16823.13485,1.988431724,0.292811953,1212.763219,130.1727069,-62.76386643,0.209581991,0.027942803,0.304397656,1.502513145,0.166630775,1.177977172,7.549267012,42.63524066,38
0.439908257,0.661888135,708.7136727,3.358840351,-6.700723852,1625.616795,13.07508275,25.68266709,981.2911979,119.311743,22.63703391,8.14751681,16385.47062,2.911395438,0.539655256,1360.429509,137.6651754,-5.898790579,0.149917726,0.099588535,0.430723236,1.283754618,0.100000001,0.860328448,5.220800697,82.05945215,45
0.835779817,0.734660337,211.2812259,5.477311468,8.16160826,1502.752438,11.93164459,26.1118652,687.6437015,101.3410371,20.46312625,51.62153942,13247.14791,2.787956981,0.255034105,1064.393364,65.63454231,160.4179862,0.17782389,0.013131177,0.302213034,1.40094793,0.091329362,0.464869049,7.398767974,38.56889278,30
0.369724771,0.598094428,183.541071,5.932363504,8.872055352,157.2394705,13.09581482,43.48344771,878.2350241,108.3521286,22.48993726,5.974262492,14700.53416,1.706523935,0.04386257,1220.615337,95.49599822,54.56695157,0.225945544,0.024910727,0.44378709,1.572337377,0.100000001,1.595318321,5.731161411,53.49230177,22
0.589908257,0.660565332,1090.089334,1.454784591,-1.78333658,255.5843558,12.27063977,28.72061821,1372.452532,81.0138368,11.93143711,3.774648897,15037.9526,4.075560084,0.705185383,1250.569224,157.5511423,293.3494493,0.213506489,0.035174814,0.360734826,1.47196449,0.354402924,0.676782205,5.187994876,40.18493406,16
0.934862385,0.652332022,349.5521258,4.678267044,1.842942902,633.4802268,13.94715,40.9159115,712.8686076,84.57964953,22.28713226,29.24278354,12781.39738,3.763279117,0.593302026,1433.950407,56.07656326,126,0.214701022,0.035304836,0.336983399,1.325661117,0.160482248,0.654444428,6.165138339,28.19130035,18
0.795412844,0.659846203,81.36593729,1.323461626,15.5452475,2030.845108,14.34340969,26.2541266,929.5521891,88.940714,22.24518444,14.74250805,13949.83191,3.086724811,0.298097631,1485.2049,86.76716537,147.8054927,0.21930372,0.028011746,0.336944754,1.40090317,0.169527538,0.602486764,5.314821481,38.16786227,3
0.487155963,0.62104022,2527.370201,1.992439331,12.34089346,158.4276941,9.636514389,47.53766567,1353.092944,130.2537565,25.9997122,0.414625488,13142.30952,3.873011719,0.716348199,1348.16494,-99.30220159,-4.284003548,0.213998938,0.043131212,0.309738059,0.890782835,0.104620277,1.051097032,4.235903849,30.12266667,23
0.034862385,0.642066291,4318.151674,4.752784238,-7.296228235,817.2195122,11.61010386,32.66083498,1264.521812,46.09616253,27.93359372,23.18945195,15207.34326,2.504879194,0.614748338,1237.349502,-80.62490204,17.02882697,0.151542858,0.029142674,0.248358977,1.383589735,1.241199834,1.663491732,6.259950626,63.87149389,19
